834:1;buildings>infrastructure#2!industrial_complex#1!air_base#1!@3838#naval_base<3+!$manpower>322900$category>town$owner>FRA$vp>3838#1!$cores>COR!FRA!$provinces>3838!9851!11804!$?
750;buildings>infrastructure#2!industrial_complex#2!arms_factory#1!air_base#2!$provinces>4041!4896!5030!7101!7201!7279!7434!10006!10304!10757!10822!12086!12414!$manpower>8000000$category>town$owner>CHI$cores>CHI!PRC!$vp>7101#10!$?
751;buildings>infrastructure#1!$provinces>1999!2067!7294!10726!10841!12141!12819!$manpower>300000$category>pastoral$owner>CHI$cores>CHI!PRC!$vp>12141#3!7294#1!$?
752;buildings>infrastructure#1!$provinces>1918!7988!8104!12724!12837!4999!$manpower>300000$category>pastoral$owner>CHI$cores>CHI!PRC!$vp>4999#1!$?
753;buildings>infrastructure#2!$provinces>1257!2045!4375!4403!5193!9966!10787!10903!$manpower>3000000$category>rural$owner>XSM$cores>XSM!CHI!PRC!$vp>2045#1!$?
754;buildings>infrastructure#1!industrial_complex#1!arms_factory#1!$provinces>1882!4536!4888!7270!10490!10817!11448!12732!12815!$manpower>400000$category>rural$owner>XSM$cores>XSM!CHI!PRC!$vp>12732#3!$?
755;buildings>infrastructure#1!industrial_complex#1!$provinces>2053!2099!7997!10750!10796!10834!10865!12846!12890!13146!$manpower>1000000$category>pastoral$owner>XSM$cores>XSM!CHI!PRC!$?
756;buildings>infrastructure#1!$provinces>1778!2028!4783!5076!7727!7803!7971!8102!10770!10899!12596!12820!$manpower>1000000$category>wasteland$owner>XSM$cores>XSM!CHI!PRC!$?
757;buildings>infrastructure#1!industrial_complex#1!arms_factory#1!$provinces>1991!2014!2098!4900!5033!8121!12807!$manpower>1000000$category>rural$owner>TIB$vp>5033#5!$cores>TIB!$?
758;buildings>infrastructure#1!$provinces>1961!5094!8029!10802!12784!12801!$manpower>1000000$category>pastoral$owner>TIB$cores>TIB!$?
759;buildings>infrastructure#1!$provinces>1698!1943!2074!4947!5736!10315!$manpower>70000$category>wasteland$owner>SIK$cores>SIK!CHI!PRC!$?
76;buildings>infrastructure#2!industrial_complex#1!$manpower>2352700$category>town$owner>ROM$vp>6711#5!$cores>ROM!TRA!$provinces>711!713!727!746!3689!3696!3709!6711!6714!6731!9668!9670!9672!9685!9687!9704!11676!$?
760;buildings>infrastructure#2!arms_factory#1!$provinces>1838!4704!4843!7732!10839!12524!12598!12671!$manpower>700000$category>rural$owner>SIK$cores>SIK!CHI!PRC!$?
761;buildings>infrastructure#2!$provinces>1776!4745!4852!7697!7743!10541!10567!10612!10638!12537!12690!13150!$manpower>2000000$category>pastoral$owner>MAN$cores>CHI!MAN!PRC!$?
762;buildings>infrastructure#3!industrial_complex#1!$provinces>506!6464!$manpower>1000000$resources>steel#19!aluminium#7!$category>city$vp>6464#5!$owner>POL$cores>POL!SIL!$?
763;buildings>infrastructure#3!industrial_complex#2!@6332#naval_base<5+!anti_air_building#2!air_base#6!$manpower>2140234$category>city$owner>GER$vp>6332#10!$cores>GER!$provinces>281!348!395!3384!6332!11265!$?
764;buildings>infrastructure#3!$manpower>585579$category>rural$owner>YUG$vp>3614#1!$cores>YUG!SER!TRA!$provinces>614!3614!6643!11787!$?
765;buildings>infrastructure#1!@8051#naval_base<2+!$manpower>51600$category>pastoral$cores>QAT!$owner>ENG$vp>8051#1!$provinces>8051!$?
766;buildings>infrastructure#2!dockyard#1!@6727#naval_base<3+!$manpower>566600$category>rural$vp>6727#1!$cores>MOL!UKR!ROM!$owner>ROM$provinces>3701!3704!6727!6743!$?
767;buildings>infrastructure#0!$manpower>8143$category>wasteland$cores>SUD!$owner>ENG$provinces>7987!8103!10900!$?
768;buildings>infrastructure#1!$category>pastoral$owner>BEL$cores>RWA!$vp>9962#1!$provinces>9962!$manpower>1716564$?
769;buildings>infrastructure#1!$category>pastoral$owner>BEL$cores>BRD!$vp>2220#1!$provinces>2220!$manpower>2145731$?
77;buildings>infrastructure#3!industrial_complex#2!$manpower>378000$category>rural$vp>11597#1!$owner>ROM$cores>ROM!$provinces>9614!11597!$?
770;buildings>infrastructure#2!$owner>ENG$cores>MLW!$vp>12986#1!$provinces>2255!12908!12986!13209!$manpower>1603975$category>pastoral$?
771;buildings>infrastructure#2!$category>rural$resources>chromium#35!tungsten#8!$owner>ENG$cores>ZAM!$vp>5199#1!$provinces>697!1846!5199!5221!7872!10538!10594!10930!12504!12677!13173!$manpower>1380089$?
772;buildings>infrastructure#2!@12975#naval_base<1+!$manpower>746415$category>pastoral$resources>rubber#1!$owner>FRA$cores>RCG!$vp>8193#2!$provinces>2192!3109!6008!8193!12975!$?
773;buildings>infrastructure#2!industrial_complex#1!air_base#1!@6039#naval_base<1+!$manpower>2945782$category>rural$owner>FRA$cores>CMR!$vp>2080#1!$provinces>2080!5036!5054!6039!7963!9137!11194!$?
774;buildings>infrastructure#1!$owner>FRA$cores>CHA!$vp>2081#1!$provinces>1473!1883!1993!2081!3123!3181!4897!4978!7919!9152!13138!13211!$manpower>1442456$category>pastoral$?
775;buildings>infrastructure#0!$category>wasteland$owner>FRA$cores>CHA!$provinces>4902!5136!10893!$manpower>18744$?
776;buildings>infrastructure#2!@10919#naval_base<1+!$manpower>1351563$category>pastoral$owner>FRA$cores>DAH!$vp>10919#1!$provinces>10919!12874!12762!$?
777;buildings>infrastructure#2!@1951#naval_base<1+!$owner>FRA$cores>TOG!$vp>1951#1!$provinces>1951!12843!13212!$manpower>1101346$category>pastoral$?
778;buildings>infrastructure#2!$manpower>3186184$category>pastoral$owner>FRA$cores>VOL!$vp>10836#1!$provinces>2001!7950!7983!8071!10836!12851!$?
779;buildings>infrastructure#2!@10803#naval_base<1+!$manpower>3850734$category>pastoral$owner>FRA$cores>IVO!$vp>10803#1!$provinces>5013!5070!8065!8122!10762!10803!$?
78;buildings>infrastructure#2!air_base#2!$manpower>2296800$category>town$cores>MOL!ROM!$owner>ROM$vp>3707#1!$provinces>414!565!3407!3577!3707!3724!6600!9683!11686!11705!$?
780;buildings>infrastructure#2!@1909#naval_base<1+!$manpower>195041$category>pastoral$owner>FRA$cores>GNA!$vp>1909#1!$provinces>1909!4957!5039!8008!12802!12858!$?
781;buildings>infrastructure#2!$manpower>543817$category>pastoral$owner>FRA$cores>NGR!$vp>2056#1!$provinces>1975!2056!12707!$?
782;buildings>infrastructure#0!$manpower>79243$category>wasteland$owner>FRA$cores>MLI!$provinces>1115!2068!10725!10868!$?
783;buildings>infrastructure#1!@12857#naval_base<1+!$manpower>11043$category>pastoral$vp>12857#1!$owner>SPR$cores>MOR!$provinces>12857!$?
784;buildings>infrastructure#3!industrial_complex#1!air_base#5!$manpower>517081$category>rural$owner>POL$vp>3320#3!$cores>POL!LIT!$provinces>3320!9274!9295!11342!$?
785;buildings>infrastructure#4!industrial_complex#1!$manpower>1580000$category>town$resources>steel#20!aluminium#4!$vp>11420#5!$owner>FRA$cores>FRA!$provinces>454!3402!3447!6585!9561!11420!11549!$?
786;buildings>infrastructure#0!$manpower>124200$category>wasteland$owner>FRA$cores>MRT!$provinces>1897!1962!7943!8035!10771!10779!10838!$?
787;buildings>infrastructure#1!$manpower>1415800$category>rural$vp>1910#1!$owner>RAJ$cores>PAK!RAJ!$provinces>1910!2041!2084!10821!$?
788;buildings>infrastructure#3!$resources>tungsten#10.000!$owner>SPR$vp>3874#1!$cores>SPR!$provinces>794!874!3874!6867!9770!13221!$manpower>364601$category>pastoral$?
789;buildings>infrastructure#3!industrial_complex#1!$owner>SPR$vp>875#3!$cores>SPR!$provinces>875!879!950!1090!1192!3810!3871!4095!6744!7198!10111!12083!$manpower>1428513$category>town$?
79;buildings>infrastructure#3!industrial_complex#1!air_base#2!$manpower>2806400$category>rural$owner>ROM$vp>9716#1!6706#1!$cores>ROM!$provinces>723!744!3728!3741!6584!6706!6729!6747!6761!9701!9716!11534!11652!11655!11672!11689!$?
790;buildings>infrastructure#3!industrial_complex#1!arms_factory#1!@11707#naval_base<2+!$owner>SPR$vp>11707#3!$cores>SPR!$provinces>738!3729!3744!6749!9703!9719!11688!11707!13218!$manpower>1197252$category>large_town$?
791;buildings>infrastructure#3!industrial_complex#1!$resources>tungsten#10.000!$owner>SPR$vp>11825#3!$cores>SPR!$provinces>903!3820!4024!6936!9700!9827!9846!9872!11684!11806!11809!11825!13227!$manpower>713628$category>rural$?
792;buildings>infrastructure#3!industrial_complex#1!arms_factory#1!@740#naval_base<1+!air_base#1!$resources>steel#8.000!$owner>SPR$vp>740#10!$cores>NAV!SPR!$provinces>740!3735!6756!13233!$manpower>928094$category>town$?
793;buildings>infrastructure#3!industrial_complex#1!$owner>SPR$vp>3945#1!$cores>SPR!$provinces>888!942!3858!3891!3945!6841!6879!6993!9757!9785!9852!9933!11742!11870!$manpower>527697$category>rural$?
794;buildings>infrastructure#3!$owner>SPR$vp>3954#1!$cores>SPR!$provinces>790!798!871!899!915!3909!3954!9813!11793!11819!11821!13222!13223!13225!$manpower>387366$category>pastoral$?
795;buildings>infrastructure#3!industrial_complex#2!$resources>chromium#20.000!$owner>POR$vp>9869#1!924#1!$cores>POR!$provinces>844!924!3846!3886!3926!6986!9869!11768!$manpower>729712$category>rural$?
796;buildings>infrastructure#1!@2115#naval_base<1+!$owner>POR$vp>2115#1!$cores>ANG!$provinces>2115!$manpower>25000$category>rural$?
797;buildings>infrastructure#3!industrial_complex#2!arms_factory#2!air_base#4!@9833#naval_base<8+!$provinces>9833!11829!$manpower>1042276$resources>$category>city$owner>TUR$vp>9833#25!$cores>TUR!$?
798;buildings>infrastructure#2!$provinces>919!3807!3862!3964!11826!11844!$manpower>531172$category>rural$owner>TUR$vp>3862#3!919#5!$cores>TUR!$?
799;buildings>infrastructure#1!$provinces>12029!$manpower>234379$category>enclave$owner>FRA$cores>TUR!SYR!$vp>12029#1!$?
8;buildings>infrastructure#3!arms_factory#1!industrial_complex#3!$category>town$manpower>294748$resources>steel#5!$owner>LUX$vp>6583#5!$cores>LUX!$provinces>6583!$?
80;buildings>infrastructure#3!arms_factory#1!$manpower>474600$category>rural$vp>577#1!$owner>ROM$cores>ROM!$provinces>577!9548!$?
800;buildings>infrastructure#1!$owner>TUR$vp>6935#5!12376#1!$provinces>652!4583!6935!7470!11880!12376!13121!$manpower>365490$category>rural$?
801;buildings>infrastructure#2!industrial_complex#1!$manpower>1218780$category>rural$owner>BUL$vp>9612#3!3796#3!$cores>BUL!$provinces>3796!3819!3952!6842!9610!9612!$?
802;buildings>infrastructure#1!$vp>6940#3!$owner>YUG$cores>YUG!KOS!SER!$provinces>6940!9849!9874!9890!$manpower>616000$category>pastoral$?
803;buildings>infrastructure#2!$vp>11857#1!$owner>YUG$cores>YUG!SER!$provinces>11832!11857!11868!$manpower>210000$category>pastoral$?
804;buildings>infrastructure#2!$manpower>547200$category>town$resources>aluminium#7!$owner>YUG$vp>9894#3!$cores>YUG!BOS!HRZ!$provinces>953!6942!9894!11845!$?
805;buildings>infrastructure#1!$provinces>914!13234!13235!$manpower>262200$resources>$category>pastoral$owner>ALB$vp>914#3!$cores>ALB!$?
806;buildings>infrastructure#3!$owner>FRA$vp>9710#3!$cores>NAV!FRA!$provinces>743!9710!11697!$manpower>280723$category>town$?
807;buildings>infrastructure#3!arms_factory#2!industrial_complex#1!air_base#2!@9263#naval_base<1+!$manpower>713370$category>city$owner>POL$vp>9263#5!3295#5!279#1!$cores>POL!KSH!$provinces>243!279!334!389!3295!3324!6347!9263!$?
808;buildings>infrastructure#3!arms_factory#1!industrial_complex#4!air_base#3!@9340#naval_base<3+!$resources>steel#1.000!$owner>LAT$vp>9340#5!$cores>LAT!$provinces>9240!9340!10323!$manpower>420250$category>city$?
809;buildings>infrastructure#2!industrial_complex#1!arms_factory#1!$owner>LAT$vp>310#3!222#1!$cores>LAT!$provinces>265!3255!3525!6222!6342!11358!$manpower>64500$category>town$?
81;buildings>infrastructure#3!industrial_complex#2!$manpower>1519300$category>rural$vp>6652#1!$owner>ROM$cores>ROM!$provinces>637!3630!3645!6652!6667!11588!11605!11657!$?
810;buildings>infrastructure#2!arms_factory#1!industrial_complex#1!air_base#3!@310#bunker<2+!$owner>LAT$vp>6222#3!3255#1!$cores>LAT!$provinces>222!310!319!341!3298!6459!7482!9275!11222!$manpower>600250$category>town$?
811;buildings>infrastructure#1!$owner>EST$vp>185#1!$cores>EST!$provinces>185!6201!$manpower>32370$category>small_island$?
812;buildings>infrastructure#3!arms_factory#1!industrial_complex#3!@3152#naval_base<3+coastal_bunker<1+!$owner>EST$vp>3152#5!$cores>EST!$provinces>496!567!3152!11426!$manpower>275220$category>city$?
813;buildings>infrastructure#3!@4640#naval_base<1+!$owner>EST$vp>4640#1!11127#1!$cores>EST!$provinces>4640!6099!9079!11057!11127!11443!13127!$manpower>150560$category>rural$?
814;buildings>infrastructure#2!arms_factory#1!industrial_complex#1!air_base#4!$owner>LIT$vp>11312#1!$cores>LIT!$provinces>3272!6281!6407!11312!$manpower>219740$category>town$?
815;buildings>infrastructure#2!$owner>LIT$vp>6229#1!$cores>LIT!$provinces>530!6229!6376!9246!9374!9438!11226!11498!$manpower>161450$category>town$?
816;buildings>industrial_complex#2!infrastructure#3!air_base#3!$category>town$owner>USA$cores>USA!$vp>7588#3!$provinces>801!3941!3975!4627!6850!6958!6971!7466!7588!7646!9923!10441!11888!$manpower>1901974$?
817;buildings>infrastructure#1!$provinces>1723!1781!1787!1853!1855!4655!4729!4786!4856!4858!7749!7752!7806!7864!10558!10560!10575!10632!10634!10689!10695!10704!12539!12541!12544!12612!12614!12669!12686!$owner>MON$vp>12612#1!$cores>MON!$manpower>11000$category>wasteland$?
818;buildings>infrastructure#1!$provinces>1774!4751!4777!7773!7808!7843!7870!10539!10563!10669!12520!12695!$owner>MON$vp>7843#1!$cores>MON!$manpower>149000$category>pastoral$?
819;buildings>infrastructure#1!$provinces>1743!1868!4792!4873!7823!7885!10578!10647!10708!12533!12557!12629!12665!$owner>MON$vp>12557#1!$cores>MON!$manpower>88250$category>pastoral$?
82;buildings>infrastructure#3!industrial_complex#2!$manpower>941500$resources>aluminium#4!$category>rural$vp>9606#3!$owner>ROM$cores>ROM!TRA!$provinces>646!662!3649!9606!11592!11608!$?
820;buildings>infrastructure#1!$provinces>1689!1791!1834!4882!7676!7717!12579!12649!$owner>MON$vp>1791#1!1834#1!$cores>MON!$manpower>88200$category>pastoral$?
821;buildings>infrastructure#2!$manpower>731985$category>rural$resources>oil #!$owner>SOV$vp>3672#5!$cores>SOV!CIN!$provinces>666!670!1455!3667!3672!6689!$?
822;buildings>infrastructure#1!@13204#naval_base<1+!$owner>SOV$vp>13063#1!$cores>SOV!CKK!FER!$provinces>4744!5264!13062!13063!13204!$manpower>34182$category>"pastoral"$?
823;buildings>infrastructure#2!$vp>1614#1!$owner>SOV$cores>SOV!UZB!KKP!$provinces>1479!1576!1614!1721!4488!4618!7541!10348!12233!12471!12474!13207!$manpower>258430$category>rural$?
824;buildings>infrastructure#1!$manpower>21974$category>pastoral$owner>SOV$cores>SOV!YAM!$provinces>96!1729!1757!3415!4761!7809!10536!10564!12517!12545!$?
825;buildings>infrastructure#1!@12530#naval_base<1+!$manpower>21795$category>rural$resources>oil #!$vp>105#1!$owner>SOV$cores>SOV!NEN!$provinces>105!198!3147!6040!6192!9205!10207!11047!11119!12530!$?
826;buildings>infrastructure#2!industrial_complex#1!$owner>SOV$vp>11617#1!$cores>SOV!GEO!ABK!$provinces>672!11599!11617!11647!$manpower>491569$category>rural$?
827;buildings>infrastructure#2!$resources>chromium #!$owner>SOV$cores>SOV!KBK!$vp>11614#1!$provinces>685!6674!9632!11614!$manpower>387990$category>pastoral$?
828;buildings>infrastructure#2!$resources>chromium #!$owner>SOV$cores>SOV!NOA!$vp>9628#3!$provinces>9628!9647!11609!$manpower>387990$category>rural$?
829;buildings>infrastructure#3!$manpower>618530$category>rural$resources>steel #!tungsten #!$owner>SOV$cores>SOV!VGE!$vp>11523#2!9432#1!$provinces>3517!3518!6479!6506!6539!6575!6601!9432!9475!11395!11460!11523!$?
83;buildings>infrastructure#3!arms_factory#1!industrial_complex#1!$manpower>632900$category>town$owner>ROM$vp>6682#1!$cores>ROM!TRA!$provinces>696!6682!6697!9640!$?
830;buildings>infrastructure#2!industrial_complex#1!air_base#1!$owner>SOV$vp>1573#2!10671#1!$cores>SOV!UZB!BUK!$provinces>1573!1623!7639!7775!10205!10470!10671!12161!12239!12722!$manpower>2189596$category>rural$?
831;buildings>infrastructure#2!$vp>12465#1!$owner>SOV$cores>SOV!UZB!KKP!KHI!$provinces>10395!10435!12324!12454!12465!$manpower>258430$category>rural$?
832;buildings>infrastructure#1!industrial_complex#1!$owner>SOV$vp>1493#1!$cores>SOV!TMS!KHI!$provinces>1493!1649!7618!10485!$manpower>133065$category>pastoral$?
833;buildings>infrastructure#2!$manpower>786030$category>town$vp>9402#1!$owner>SOV$cores>SOV!MEL!$provinces>282!325!3315!3361!6307!6372!6403!9270!9280!9305!9381!9390!9402!11255!11263!11286!11387!$?
834;buildings>infrastructure#2!$manpower>183748$category>rural$owner>SOV$vp>3757#2!741#1!$cores>SOV!UKR!MOL!$provinces>741!754!3757!9576!$?
84;buildings>infrastructure#2!arms_factory#1!industrial_complex#1!$manpower>1622300$resources>steel#3!$category>town$owner>ROM$vp>690#1!$cores>ROM!TRA!$provinces>676!690!693!3665!3676!3694!6679!6709!9619!11622!11639!$?
85;buildings>infrastructure#3!arms_factory#2!industrial_complex#1!dockyard#3!@362#naval_base<5+!$manpower>366730$category>city$owner>POL$vp>362#10!$cores>POL!DNZ!KSH!$provinces>362!$?
86;buildings>infrastructure#3!industrial_complex#1!@11232#bunker<1+!@9532#bunker<1+!@3381#bunker<1+!air_base#3!$manpower>2106500$category>city$owner>POL$vp>6558#10!$cores>POL!$provinces>17!388!3381!3460!3532!6558!9532!11232!11558!$?
87;buildings>infrastructure#3!industrial_complex#2!$manpower>2632000$category>town$owner>POL$vp>9508#10!$cores>POL!$provinces>493!584!9439!9508!9546!11428!11515!$?
88;buildings>infrastructure#3!arms_factory#1!industrial_complex#3!air_base#4!$resources>steel#5.000!oil#3.000!$owner>POL$vp>9427#20!442#3!9494#1!$cores>POL!$provinces>417!442!466!3410!3434!6499!6522!9412!9427!9494!11398!11413!11507!13205!$manpower>3692800$category>large_city$?
89;buildings>infrastructure#3!air_base#3!$vp>11411#1!$owner>POL$cores>POL!UKR!$provinces>3743!6431!6460!6483!9425!11411!11550!$manpower>2180300$category>town$?
9;buildings>infrastructure#4!arms_factory#6!industrial_complex#1!anti_air_building#5!air_base#5!$manpower>4492600$resources>steel#5!$category>large_city$owner>CZE$vp>11542#30!6418#5!9569#5!$cores>CZE!$provinces>445!494!583!3462!6418!6440!6592!9414!9421!9429!9541!9569!11542!11556!$?
90;buildings>infrastructure#3!$manpower>1835700$category>town$resources>steel#8!$vp>11430#5!3458#5!$owner>POL$cores>POL!$provinces>562!3458!3497!3586!6416!11430!11532!$?
91;buildings>infrastructure#3!industrial_complex#3!air_base#5!$manpower>3227800$category>city$owner>POL$vp>11479#3!$cores>POL!UKR!$provinces>438!491!536!3483!3562!9454!9468!9558!11427!11479!$?
92;buildings>infrastructure#3!industrial_complex#2!air_base#1!$vp>11399#1!$owner>POL$cores>POL!$provinces>3521!3559!6484!6580!9452!9521!9544!11399!11466!$manpower>2464600$category>town$?
93;buildings>infrastructure#3!$vp>6557#1!422#3!$owner>POL$cores>POL!UKR!$provinces>422!474!513!572!3412!6435!6520!6557!11441!11543!$manpower>1985600$category>town$?
94;buildings>infrastructure#2!$owner>POL$vp>3392#1!560#1!$cores>POL!BLR!$provinces>535!560!3256!3309!3392!3496!3556!6280!6306!6415!6546!6579!9520!11285!11503!11528!$manpower>1232200$category>rural$?
95;buildings>infrastructure#3!air_base#3!$vp>9304#1!$owner>POL$cores>POL!BLR!$provinces>318!3281!3366!3393!6359!6413!9236!9304!9359!11341!13206!$manpower>1598900$category>rural$?
96;buildings>infrastructure#2!$manpower>726000$category>rural$vp>406#1!$owner>POL$cores>POL!BLR!$provinces>233!277!358!406!6340!9341!11391!$?
97;buildings>infrastructure#3!industrial_complex#1!air_base#3!$owner>POL$vp>11301#3!3393#3!3254#1!$cores>POL!$provinces>290!347!400!3254!11247!11274!11301!11329!11357!$manpower>1157200$category>rural$?
98;buildings>infrastructure#3!$manpower>1412100$category>rural$vp>3230#5!$owner>POL$cores>POL!$provinces>548!3230!6259!6321!6401!6567!9290!9316!11385!$?
99;buildings>infrastructure#4!industrial_complex#3!air_base#2!@394#naval_base<3+!@6364#naval_base<1+!$manpower>1672235$resources>aluminium#6!$category>town$owner>DEN$vp>6364#3!$cores>DEN!$provinces>316!332!394!399!3206!3277!3341!6235!6364!11251!$?
